,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,City_n,Education_n,Occupation_n,Gender_n,MaritalStatus_n,BikeBuyer
475,1,2,0,2,77470,50.18,18,0,0,1,0,0
476,1,2,0,0,129777,52.31,136,4,4,1,0,1
477,0,1,0,0,33196,48.73,31,3,2,1,1,0
478,1,2,1,2,110863,55.6,125,1,3,1,0,1
479,1,2,1,2,130832,52.82,154,0,4,1,0,1
480,0,1,1,2,30556,49.53,79,0,2,0,0,1
481,1,3,0,0,108692,51.87,34,0,3,1,0,1
482,1,2,2,2,54780,47.84,140,4,1,1,0,1
483,1,1,0,3,57568,48.27,16,0,1,1,0,0
484,1,1,1,2,53935,55.7,188,1,1,0,0,0
485,1,2,0,0,130831,58.54,189,4,4,0,1,1
486,0,0,0,0,83616,49.82,80,0,0,1,1,0
487,1,3,2,2,86932,51.3,106,1,0,1,0,1
488,0,1,0,0,58625,49.4,91,1,1,1,1,0
489,0,0,0,0,61912,53.54,160,1,1,0,1,0
490,0,1,0,0,56625,50.28,68,2,1,1,1,0
491,1,2,0,2,61679,56.42,173,1,1,0,0,0
492,0,0,0,0,31747,45.5,53,1,2,1,1,1
493,1,0,0,2,57426,48.98,82,1,1,1,0,1
494,1,1,1,2,80987,52.32,157,1,0,0,0,1
495,1,0,0,0,129957,56.52,106,4,4,1,1,1
496,1,2,0,1,77879,50.3,131,0,0,0,1,0
497,1,2,1,2,57127,51.07,99,1,1,0,0,1
498,1,1,1,2,137656,53.96,99,0,4,1,0,1
499,0,1,0,0,60980,51.34,95,0,1,0,1,0
500,0,0,0,0,77129,50.78,109,1,0,1,1,1
501,1,1,0,2,28823,53.19,15,1,2,0,0,0
502,1,1,1,2,61604,51.95,38,1,1,0,0,0
503,1,3,1,2,128522,63.76,149,0,4,0,0,1
504,0,2,0,0,81712,62.06,55,0,0,0,1,0
505,1,1,0,1,61014,48.48,65,4,1,0,1,1
506,1,1,1,1,54006,52.3,11,2,1,0,0,1
507,0,2,1,2,55564,51.25,123,2,1,1,0,1
508,1,0,1,2,61859,50.51,98,0,1,1,0,1
509,0,1,1,1,54863,49.85,60,3,1,0,0,1
510,1,1,0,2,86170,57.81,95,0,0,0,0,1
511,1,2,0,2,137384,59.3,39,4,4,0,0,0
512,1,1,1,1,84889,51.96,159,0,0,0,0,1
513,1,0,1,2,57287,49.56,91,0,1,1,0,1
514,0,1,0,0,84251,51.3,174,1,0,0,1,0
515,0,2,0,0,62358,51.02,39,1,1,0,1,1
516,0,2,0,0,76478,50.38,18,2,0,1,0,1
517,1,2,3,3,107557,53.97,57,4,3,1,0,1
518,0,2,0,0,58563,51.12,73,4,1,0,1,1
519,0,0,0,0,54102,50.26,95,0,1,1,1,0
520,0,0,0,0,51078,47.6,72,0,1,1,0,1
521,0,1,0,0,34597,46.38,88,3,2,0,0,0
522,0,3,0,0,108617,52.64,151,4,3,1,1,0
523,1,0,0,2,33567,48.82,151,1,2,0,0,1
524,0,1,0,0,52678,59.35,190,0,1,0,1,1
525,1,2,0,0,112763,57.19,49,0,3,0,0,0
526,0,0,0,0,77225,53.05,18,4,0,1,1,0
527,0,0,1,2,33801,49.81,145,4,2,0,0,1
528,1,2,2,2,106603,63.16,191,0,3,0,0,1
529,1,1,2,2,55675,48.79,192,2,1,1,0,1
530,0,1,0,0,56549,51.02,89,1,1,1,1,0
531,1,3,1,2,132332,56.95,19,0,4,1,0,1
532,1,2,1,2,53591,53.92,181,1,1,0,0,1
533,1,0,2,2,31874,50.76,115,1,2,0,0,1
534,1,0,1,2,110250,52.39,176,1,3,1,0,1
535,1,1,1,2,51658,48.25,43,2,1,1,0,1
536,0,1,0,0,106971,50.64,94,1,3,1,1,0
537,1,2,0,2,107401,51.31,193,0,3,0,0,0
538,1,1,1,1,110947,55.46,52,0,3,0,0,1
539,0,0,0,0,33284,48.62,190,4,2,1,1,1
540,1,2,0,0,113492,51.52,137,0,3,0,0,0
541,1,2,1,2,58864,51.69,152,0,1,1,0,1
542,0,1,0,0,26174,47.48,144,0,2,0,1,0
543,0,0,0,0,85412,51.48,39,1,0,1,1,1
544,1,2,0,2,56291,48.38,194,4,1,1,0,0
545,0,1,0,0,56706,52.51,161,1,1,1,1,0
546,0,1,0,0,78939,51.91,184,0,0,0,1,1
547,1,3,1,1,81676,53.41,102,0,0,1,0,1
548,1,1,0,1,51476,51.35,102,1,1,1,1,0
549,1,2,0,0,132266,51.97,7,0,4,1,0,1
550,1,1,2,2,27102,47.52,149,3,2,0,0,0
551,0,1,0,0,57288,51.35,153,3,1,0,1,0
552,1,3,0,2,128863,52.32,191,0,4,1,0,1
553,0,2,0,0,51596,47.93,59,1,1,1,0,0
554,0,1,0,0,86529,57.14,13,1,0,0,1,0
555,1,3,0,3,107950,51.51,65,4,3,0,0,1
556,1,2,0,0,102428,51.09,107,0,3,1,1,0
557,1,2,0,2,56269,48.13,13,1,1,1,0,1
558,1,2,0,1,111462,55.72,90,0,3,0,1,0
559,1,1,1,2,78476,54.76,31,4,0,0,0,1
560,0,1,0,0,60464,49.14,13,3,1,0,1,1
561,1,2,0,0,109392,55.34,26,1,3,1,1,1
562,0,0,0,0,29899,45.4,43,1,2,0,0,0
563,0,0,1,2,29966,45.6,39,4,2,0,0,0
564,0,0,0,0,84208,51.49,85,0,0,0,1,1
565,1,1,1,2,79269,54.69,39,2,0,1,0,1
566,1,2,1,1,56774,51.52,173,2,1,0,0,1
567,0,1,0,0,57405,50.98,195,1,1,1,1,0
568,0,2,0,0,80307,50.26,141,1,0,0,0,1
569,1,1,1,2,61019,50.61,162,0,1,0,0,0
570,1,0,0,2,54503,56.92,155,1,1,0,0,0
571,1,1,0,2,26302,44.83,163,2,2,1,0,0
572,0,1,0,0,53315,48.49,74,2,1,1,1,0
573,1,1,1,2,130224,55.73,181,0,4,1,0,1
574,1,1,0,3,62035,48.89,71,1,1,1,0,0
575,1,1,1,2,54033,50.75,101,0,1,1,0,1
576,0,2,0,0,51944,48.06,111,4,1,1,0,1
577,1,2,0,1,78663,49.58,115,1,0,1,0,0
578,1,0,0,0,32846,50.89,66,1,2,0,1,0
579,1,1,3,3,60696,49.22,82,1,1,1,0,1
580,1,1,2,2,56474,58.05,117,2,1,0,0,0
581,1,1,0,0,26983,50.52,196,1,2,0,1,0
582,1,1,1,2,112791,58.79,170,0,3,0,0,1
583,0,1,0,0,59539,51.7,147,2,1,0,1,0
584,1,3,0,0,136177,54.15,192,4,4,1,1,0
585,0,0,0,0,108032,53.85,180,0,3,0,1,0
586,1,1,1,1,53833,48.08,182,4,1,1,0,1
587,0,0,0,0,83874,49.79,116,1,0,0,0,0
588,0,1,0,0,31385,52.59,94,1,2,0,1,1
589,0,1,0,0,52464,48.1,117,0,1,0,1,0
590,1,1,0,2,28585,49.4,159,1,2,0,0,0
591,0,1,0,0,60493,51.39,39,2,1,1,1,0
592,1,3,2,2,133741,53.82,142,0,4,0,0,1
593,1,2,0,1,132026,54.43,49,0,4,0,1,0
594,1,1,0,2,79680,49.75,70,4,0,0,0,0
595,1,0,0,1,54338,52.08,0,2,1,0,1,0
596,0,0,0,0,56181,51.63,68,2,1,0,1,1
597,0,2,0,0,61482,58.0,41,2,1,0,1,0
598,1,2,0,0,133411,54.98,56,4,4,1,1,1
599,0,1,0,0,58012,50.66,16,1,1,1,1,0
600,1,0,1,2,52688,52.57,94,0,1,1,0,1
601,0,2,0,0,53412,50.99,76,1,1,0,1,1
602,1,1,0,2,54061,48.05,82,1,1,1,0,0
603,0,0,0,0,59401,49.83,32,1,1,1,1,1
604,1,2,0,0,132168,52.37,197,0,4,0,0,0
605,0,2,0,0,57305,48.59,73,3,1,1,1,1
606,0,2,0,0,60641,49.68,80,0,1,1,1,1
607,1,1,0,2,29573,53.61,198,0,2,0,0,0
608,1,1,1,2,112889,53.29,190,4,3,0,0,1
609,1,2,0,0,105158,52.84,16,0,3,1,1,1
610,1,1,0,2,81830,50.09,199,1,0,1,0,0
611,1,1,0,2,28435,45.83,0,1,2,0,0,0
612,1,1,0,1,36044,47.2,141,1,2,1,0,0
613,1,2,1,2,61226,53.01,200,1,1,1,0,1
614,1,2,1,2,56606,50.04,67,1,1,0,0,1
615,0,1,0,0,84515,51.11,146,0,0,0,1,1
616,1,2,1,2,60155,58.85,140,2,1,0,0,1
617,0,1,0,0,60144,58.33,138,4,1,0,1,1
618,1,1,0,1,129708,53.72,201,4,4,0,0,1
619,1,0,0,2,29213,45.95,91,1,2,0,0,0
620,1,0,0,1,30642,45.88,14,1,2,1,0,0
621,0,1,0,0,33408,49.42,135,0,2,1,1,0
622,1,2,0,0,103911,52.85,184,0,3,0,0,0
623,0,2,0,0,78657,52.91,202,1,0,0,1,1
624,1,1,1,2,54237,48.87,195,2,1,1,0,0
625,0,0,0,0,52189,47.93,161,3,1,0,1,1
626,1,2,1,1,78935,52.12,135,4,0,1,0,1
627,1,3,1,2,110910,52.99,67,1,3,1,0,1
628,1,2,0,0,138715,52.63,190,4,4,0,1,1
629,0,3,0,0,104329,55.28,189,1,3,1,1,1
630,1,3,1,1,78817,52.74,13,0,0,0,0,1
631,1,2,1,2,84375,53.78,64,1,0,1,0,1
632,1,2,0,0,130122,59.8,113,4,4,0,0,1
633,0,1,0,0,28299,45.21,91,2,2,1,1,0
634,0,1,0,0,56759,48.8,110,2,1,0,0,0
635,1,2,0,0,131550,57.48,106,0,4,0,1,1
636,1,0,1,1,54665,48.62,161,0,1,1,1,1
637,1,0,0,0,52997,52.95,203,2,1,0,1,1
638,1,0,1,2,77014,52.53,177,1,0,1,0,1
639,0,2,0,0,78223,50.89,204,1,0,0,1,1
640,0,2,0,0,82847,50.8,13,1,0,0,1,1
641,1,0,0,0,105463,59.76,170,4,3,0,1,1
642,1,2,1,2,109288,52.08,196,0,3,1,0,1
643,1,0,2,2,112840,52.89,82,0,3,1,0,1
644,0,1,0,0,85398,54.24,177,2,0,0,1,1
645,1,2,0,2,57920,53.08,124,3,1,0,0,0
646,1,0,0,0,103322,60.84,71,1,3,0,1,1
647,0,2,0,0,81528,53.15,187,0,0,0,1,1
648,1,1,1,2,51096,48.11,41,1,1,1,0,1
649,1,3,0,0,81293,50.12,46,1,0,1,1,1
650,0,2,0,2,56583,48.67,83,0,1,1,0,0
651,1,3,0,2,103060,51.29,128,0,3,1,0,1
652,1,1,1,1,58992,51.17,78,1,1,0,1,1
653,1,1,0,1,62240,50.34,13,4,1,0,0,0
654,1,2,1,2,77550,50.77,68,1,0,1,0,1
655,1,2,1,1,53687,48.45,176,1,1,1,1,1
656,1,2,1,2,85152,58.51,60,1,0,0,0,1
657,0,0,0,0,27881,53.63,43,3,2,0,1,0
658,0,0,0,0,26422,50.83,21,0,2,0,1,0
659,0,2,0,0,80039,52.71,88,1,0,0,1,1
660,1,2,1,2,53659,50.87,205,1,1,0,0,1
661,0,2,0,0,60071,51.12,42,4,1,0,1,1
662,1,0,0,0,106628,59.62,128,0,3,0,1,1
663,0,2,0,0,54163,54.05,72,3,1,0,1,1
664,0,2,0,0,61590,49.57,12,2,1,1,1,0
665,0,1,0,0,36431,49.22,59,0,2,0,1,0
666,1,1,1,2,87877,53.2,145,0,0,0,0,1
667,1,2,2,2,112877,53.67,47,1,3,1,0,1
668,1,3,1,2,79096,51.87,37,0,0,1,0,1
669,1,1,1,1,105264,53.33,54,0,3,0,0,1
670,0,1,0,0,26000,45.31,160,3,2,0,1,0
671,0,0,0,0,79305,51.83,68,0,0,1,1,1
672,0,1,0,0,83114,52.19,192,0,0,0,1,0
673,0,1,0,0,53021,50.01,78,4,1,1,1,0
674,1,1,1,1,26427,58.62,99,1,2,0,0,0
675,0,1,0,0,54614,48.31,60,2,1,0,1,0
676,1,2,1,2,56016,52.33,42,2,1,1,0,1
677,1,1,0,2,28517,45.37,83,1,2,1,0,0
678,0,3,0,0,102514,55.29,125,4,3,1,1,0
679,0,2,0,0,79233,50.4,126,0,0,1,0,1
680,1,1,0,2,50924,48.63,150,1,1,1,0,1
681,1,0,1,2,35706,48.16,30,0,2,1,0,1
682,0,1,0,0,36642,50.49,66,3,2,0,1,0
683,1,1,2,2,85831,56.78,39,2,0,0,0,1
684,1,2,0,0,107721,56.38,99,4,3,0,1,1
685,0,2,0,0,61413,51.48,195,2,1,1,1,1
686,0,0,0,0,33784,46.07,40,3,2,0,0,0
687,1,1,0,2,58290,48.2,144,2,1,0,0,0
688,0,0,0,0,61571,49.09,161,2,1,1,0,1
689,1,1,0,2,61577,48.39,54,0,1,1,0,0
690,1,1,0,2,36536,46.7,153,1,2,1,0,0
691,0,2,0,0,129603,53.88,7,0,4,0,1,0
692,0,2,0,0,54128,48.49,32,1,1,1,1,0
693,1,2,1,1,84256,56.77,93,4,0,0,0,1
694,0,1,0,0,60800,51.1,137,4,1,1,1,0
695,0,0,0,0,25601,49.34,1,3,2,0,1,0
696,0,1,0,0,79201,49.97,180,1,0,1,0,0
697,1,2,0,0,131510,52.2,114,4,4,1,0,1
698,0,0,0,0,30231,46.89,142,0,2,1,1,0
699,1,1,0,0,54845,51.95,69,3,1,1,1,0
700,1,1,1,2,53282,47.81,80,0,1,0,0,1
701,1,3,0,1,79453,51.16,206,1,0,0,1,1
702,1,2,0,2,61134,48.62,170,0,1,1,0,0
703,1,0,1,1,29761,55.6,155,1,2,0,0,0
704,1,1,1,2,78681,52.61,113,1,0,1,0,1
705,1,4,1,2,137873,57.96,180,0,4,0,0,1
706,1,1,1,2,60322,56.01,32,2,1,0,0,1
707,1,1,0,0,112715,52.56,125,1,3,1,1,0
708,1,0,0,0,57582,49.47,74,1,1,1,1,1
709,1,1,0,1,130834,51.54,207,4,4,1,0,0
710,0,2,0,0,56702,52.61,104,2,1,0,1,1
711,1,0,1,2,52184,48.37,140,0,1,0,0,1
712,1,2,0,0,132416,54.24,138,0,4,0,1,0
713,1,2,1,2,51346,48.35,39,2,1,1,0,1
714,0,3,0,0,86646,49.85,26,2,0,1,0,1
715,0,1,0,0,34749,46.1,208,4,2,1,1,0
716,0,2,0,0,61346,48.74,0,0,1,1,1,1
717,1,1,0,1,61257,49.78,120,4,1,1,0,0
718,0,1,0,0,81315,53.85,58,0,0,1,1,0
719,1,0,0,0,101869,50.88,21,0,3,1,1,0
720,0,1,0,0,55932,52.95,18,1,1,0,1,0
721,0,1,0,2,29355,45.5,149,0,2,1,0,0
722,1,2,0,0,103328,50.74,146,4,3,1,1,1
723,1,0,0,0,129532,54.39,92,0,4,1,1,1
724,1,1,1,2,56621,57.57,209,0,1,0,0,0
725,0,2,0,0,61022,48.73,79,2,1,1,0,1
726,1,3,0,0,105071,50.99,118,0,3,1,0,1
727,1,1,1,2,79612,50.44,143,4,0,0,0,0
728,0,1,0,0,78999,51.76,59,0,0,0,1,1
729,1,1,0,0,52464,55.43,42,3,1,0,1,1
730,0,0,0,0,81449,50.59,40,0,0,1,1,0
731,0,2,0,0,59487,50.85,39,2,1,0,1,0
732,0,1,0,0,58395,48.99,125,3,1,1,1,0
733,0,0,0,0,26746,47.25,164,3,2,1,1,0
734,0,3,0,0,110716,52.41,117,0,3,0,1,1
735,1,0,0,0,35315,49.54,84,3,2,1,1,0
736,1,1,0,0,61847,59.66,6,1,1,0,1,1
737,0,1,0,0,86993,51.61,47,0,0,1,1,0
738,0,0,0,0,51821,51.43,100,1,1,0,1,1
739,0,3,0,0,80529,50.8,195,2,0,0,0,1
740,0,1,0,0,59695,51.24,39,4,1,0,1,1
741,1,2,0,0,77779,51.52,97,0,0,1,1,0
742,0,0,0,0,86556,52.41,210,1,0,1,1,0
743,1,1,0,1,33664,53.41,155,2,2,0,0,1
744,1,0,2,3,85477,53.0,142,0,0,0,0,1
745,1,1,1,1,57129,48.14,42,1,1,1,0,0
746,0,0,0,0,56850,50.21,64,1,1,0,1,1
747,1,0,0,0,76315,51.11,74,1,0,1,1,0
748,0,2,0,0,111087,55.47,167,1,3,0,1,1
749,0,1,0,0,106475,51.09,80,1,3,1,1,0
750,1,3,0,0,78318,53.79,65,1,0,1,1,1
751,1,0,0,2,28974,46.14,103,0,2,0,0,0
752,0,3,0,0,81813,53.53,117,2,0,0,1,1
753,0,0,0,0,56000,52.06,101,1,1,1,1,0
754,0,3,0,0,108347,51.77,57,1,3,1,1,0
755,1,2,0,0,128003,51.84,158,0,4,1,0,1
756,0,1,0,0,52289,52.16,70,1,1,1,1,0
757,1,1,0,2,32829,45.4,99,1,2,1,0,0
758,1,2,1,1,87350,58.97,109,0,0,0,0,1
759,0,2,0,0,56120,50.69,4,3,1,1,1,0
760,0,2,0,0,57869,51.91,115,2,1,1,1,0
761,1,0,0,2,103352,51.97,32,4,3,1,0,1
762,1,2,2,2,81417,51.08,101,2,0,1,0,1
763,1,2,0,0,79319,49.94,137,1,0,1,1,1
764,0,3,0,0,79749,52.67,51,0,0,0,1,1
765,0,0,0,0,34085,46.31,211,3,2,1,1,0
766,1,0,0,1,58968,48.81,82,1,1,1,0,1
767,0,0,0,0,57921,59.14,173,0,1,0,1,1
768,1,2,1,2,86315,56.36,47,0,0,0,0,1
769,1,3,0,0,110737,51.23,81,0,3,1,0,0
770,0,0,1,2,28581,49.04,19,1,2,1,0,0
771,1,3,0,0,138875,61.14,178,0,4,0,1,1
772,1,3,1,2,108150,51.28,47,0,3,0,0,1
773,0,2,0,2,51489,48.25,195,4,1,1,0,1
774,0,0,0,0,33895,46.55,13,0,2,1,1,0
775,1,2,1,1,61909,51.22,46,1,1,1,1,1
776,0,1,0,0,51056,47.56,136,2,1,1,0,0
777,0,0,0,0,55271,49.94,89,2,1,1,1,0
778,1,1,0,0,109343,55.91,164,0,3,0,1,1
779,1,1,1,1,32067,49.94,47,2,2,0,0,1
780,0,2,0,0,55403,53.02,25,0,1,0,1,1
781,1,1,1,1,28528,49.55,30,1,2,1,0,0
782,1,2,2,2,53851,50.18,113,1,1,1,0,1
783,0,1,1,1,29193,47.52,150,4,2,0,0,0
784,0,1,0,0,51139,51.74,92,3,1,1,1,0
785,1,3,1,2,132445,52.6,187,0,4,0,0,1
786,0,2,0,0,52748,52.33,151,0,1,1,1,0
787,1,1,1,2,81043,52.57,24,1,0,1,0,1
788,1,0,1,2,32974,54.64,115,2,2,0,0,1
789,1,1,1,2,52837,50.3,115,4,1,0,0,0
790,1,2,0,0,86254,52.32,36,0,0,0,1,1
791,0,2,0,0,78740,50.21,115,2,0,0,0,1
792,1,0,1,2,57297,49.96,115,2,1,0,0,1
793,1,3,0,0,86057,53.59,39,1,0,1,1,0
794,1,3,1,2,84946,55.83,131,1,0,0,0,1
795,1,1,0,2,58601,55.1,114,0,1,0,0,0
796,1,1,0,1,137199,52.97,141,4,4,1,0,1
797,0,2,0,0,76744,50.85,160,1,0,1,1,0
798,0,3,0,0,77997,50.02,115,1,0,1,1,0
799,1,2,1,2,138711,61.38,212,0,4,0,0,1
800,0,1,0,0,30069,46.15,1,2,2,1,0,1
801,1,1,0,0,134538,56.04,112,0,4,1,1,0
802,0,2,0,0,82493,49.87,113,4,0,1,1,1
803,1,2,0,1,58145,48.87,76,4,1,1,0,0
804,0,2,0,0,61630,54.76,199,2,1,0,1,1
805,1,1,1,2,133084,52.9,209,0,4,0,0,1
806,0,0,0,0,27803,46.04,112,1,2,0,0,0
807,0,1,0,0,77381,50.79,119,4,0,0,1,0
808,1,3,0,0,109617,51.32,38,4,3,1,0,0
809,0,1,0,0,80067,50.37,171,1,0,0,1,0
810,0,1,0,0,33791,49.91,138,0,2,0,1,0
811,0,1,0,0,29306,53.96,195,1,2,0,1,0
812,0,1,0,0,59409,51.69,24,0,1,1,1,0
813,1,3,0,0,111475,57.26,38,0,3,0,1,1
814,1,0,0,0,34688,50.53,53,2,2,1,1,0
815,0,0,1,1,33082,55.94,19,3,2,0,0,0
816,1,0,2,2,26936,48.67,2,1,2,1,0,0
817,0,2,0,0,61404,50.45,129,0,1,0,1,0
818,1,2,0,0,62184,53.83,91,2,1,0,1,1
819,1,2,0,1,128737,53.0,140,4,4,0,1,0
820,0,1,0,0,81041,51.5,93,2,0,1,1,0
821,1,2,0,2,54515,48.44,213,2,1,1,0,1
822,0,0,0,1,36293,46.67,144,2,2,0,0,0
823,0,1,0,0,52323,48.97,1,4,1,1,1,0
824,1,1,1,2,84952,52.45,112,1,0,1,0,1
825,0,1,0,0,86495,54.94,146,0,0,0,1,1
826,0,0,0,0,58597,59.87,118,2,1,0,1,1
827,0,0,0,0,29541,49.84,115,3,2,1,1,0
828,0,1,0,0,57154,52.39,157,4,1,1,1,0
829,0,0,0,0,56977,52.76,214,0,1,1,1,1
830,0,1,0,0,30425,46.38,63,1,2,0,1,0
831,0,0,0,0,28472,44.76,159,0,2,0,0,0
832,0,1,0,0,51351,47.95,40,0,1,1,1,0
833,0,1,0,0,56142,51.23,20,0,1,1,1,0
834,1,0,0,0,84367,52.4,139,1,0,1,1,1
835,1,3,0,0,129956,51.78,65,4,4,1,0,0
836,0,0,0,0,56726,49.09,167,3,1,0,1,0
837,0,1,2,2,35325,47.19,115,0,2,0,0,1
838,1,1,0,0,130395,57.39,138,0,4,0,1,0
839,0,0,0,0,54220,48.02,112,4,1,0,1,0
840,1,1,0,1,57696,54.55,4,1,1,0,0,1
841,1,2,2,2,102475,52.87,58,1,3,1,0,1
842,1,2,1,2,78668,49.49,151,4,0,1,0,1
843,0,1,0,0,59959,49.94,75,1,1,1,1,0
844,0,2,0,0,83348,56.81,143,4,0,0,1,1
845,1,2,1,1,104116,53.25,114,1,3,1,0,1
846,0,2,0,0,53785,48.48,30,1,1,0,1,0
847,1,2,1,2,76743,51.1,185,1,0,1,0,1
848,0,1,0,0,56536,52.42,161,2,1,1,1,0
849,0,1,0,0,61436,48.34,215,3,1,0,1,0
850,1,1,1,2,51929,55.44,72,3,1,0,0,1
851,0,1,0,0,27655,48.17,61,3,2,1,1,0
852,1,1,1,1,51294,51.94,18,1,1,1,1,0
853,1,1,1,2,111512,52.8,77,0,3,1,0,1
854,0,1,0,0,52912,51.65,146,2,1,0,1,0
855,0,1,0,0,105576,51.3,60,0,3,0,0,0
856,1,0,0,1,134335,51.94,35,4,4,1,0,1
857,1,3,0,0,85734,51.43,50,0,0,1,1,0
858,1,2,0,0,59078,52.43,48,2,1,0,1,1
859,1,2,0,1,82870,50.29,97,1,0,1,0,1
860,1,2,0,0,106518,50.55,124,1,3,1,0,1
861,1,0,0,2,51941,48.79,78,3,1,1,0,1
862,1,1,0,1,102598,50.48,106,4,3,1,0,0
863,1,2,0,2,52068,48.25,99,0,1,0,0,0
864,0,3,0,0,86079,54.86,82,2,0,1,1,0
865,1,3,0,0,109111,51.08,132,4,3,0,0,1
866,1,1,0,0,128325,51.28,161,4,4,0,1,1
867,1,1,1,2,61747,48.42,57,3,1,0,0,1
868,1,2,0,2,52798,48.64,103,2,1,1,0,1
869,0,0,0,0,62290,60.04,65,1,1,0,1,1
870,1,1,0,2,34685,55.89,116,1,2,0,0,0
871,1,1,2,2,25745,48.3,70,2,2,1,0,0
872,1,1,1,2,35574,47.62,213,3,2,1,0,0
873,0,0,0,0,36527,46.47,78,2,2,1,1,1
874,1,2,1,1,84878,53.84,48,4,0,0,1,1
875,0,2,0,0,59179,48.78,99,3,1,0,1,1
876,1,2,0,2,112531,54.21,177,1,3,0,0,0
877,1,3,1,1,107025,53.01,13,1,3,1,0,1
878,1,1,0,2,111098,51.83,38,0,3,1,0,0
879,0,0,0,0,34765,54.42,52,0,2,0,1,1
880,0,1,0,0,55647,48.46,61,0,1,1,1,0
881,1,1,1,2,62213,60.23,60,1,1,0,0,1
882,0,0,1,1,34242,47.84,129,2,2,1,0,1
883,0,1,0,0,106299,51.28,22,0,3,0,1,1
884,1,2,0,1,84730,54.07,153,0,0,1,1,0
885,0,0,0,1,25658,45.38,60,4,2,1,0,0
886,1,0,1,2,26760,45.66,119,1,2,1,0,0
887,0,2,0,0,60186,50.92,46,2,1,0,1,1
888,0,0,0,0,29771,53.3,53,1,2,0,1,0
889,1,2,1,2,55909,56.61,143,1,1,0,0,1
890,0,0,0,0,57747,48.79,165,1,1,0,0,1
891,1,1,0,0,76739,55.12,142,1,0,0,1,1
892,1,1,0,2,35614,54.24,130,3,2,0,0,0
893,0,1,0,0,60852,50.1,163,1,1,1,1,0
894,0,3,0,0,80496,50.61,31,1,0,1,1,1
895,1,2,1,2,86430,52.37,48,2,0,1,0,1
896,0,1,0,0,58843,53.16,97,2,1,0,1,1
897,1,1,0,2,34928,46.65,115,2,2,0,0,1
898,0,0,0,1,29130,48.28,156,3,2,0,0,0
899,1,2,0,0,137398,52.01,18,4,4,1,0,0
900,0,1,2,2,36594,47.58,99,1,2,1,0,0
901,1,2,0,0,52723,51.26,116,1,1,1,1,1
902,1,1,2,2,56650,49.56,30,0,1,1,0,1
903,1,1,1,1,82645,52.3,164,4,0,0,0,0
904,0,1,1,1,55672,49.26,188,4,1,0,0,1
905,1,0,0,2,55646,48.85,34,3,1,0,0,1
906,0,1,0,0,29263,48.79,179,3,2,1,1,0
907,1,2,2,2,107337,52.16,94,4,3,1,0,1
908,1,3,0,2,111765,51.3,70,0,3,1,0,1
909,1,0,1,2,54482,52.81,63,2,1,0,0,1
910,0,0,0,0,29850,48.2,44,0,2,1,1,0
911,1,2,0,0,105478,51.3,61,0,3,1,0,1
912,0,2,0,0,52033,47.41,6,0,1,1,1,1
913,0,3,0,0,79378,52.58,163,0,0,0,1,1
914,1,0,1,2,78933,52.46,94,4,0,1,0,1
915,1,1,1,2,54674,51.5,18,1,1,0,0,1
916,0,0,0,0,33966,48.05,94,0,2,0,1,1
917,1,2,0,1,51799,54.77,35,0,1,0,0,1
918,1,0,2,2,54710,56.21,112,1,1,0,0,1
919,1,1,1,2,110353,60.93,140,4,3,0,0,1
920,1,2,0,0,104528,51.33,4,0,3,0,0,1
921,0,0,0,0,61306,48.85,87,2,1,1,1,1
922,0,0,0,0,55572,51.46,38,3,1,1,1,0
923,1,0,1,2,108641,54.84,13,4,3,1,0,1
924,1,0,1,2,35746,49.47,170,2,2,1,0,1
925,1,2,0,2,111217,51.69,77,0,3,1,0,0
926,0,1,0,0,27462,45.26,31,4,2,1,1,0
927,1,3,1,1,78079,62.51,121,0,0,0,0,1
928,1,1,0,2,56009,48.97,154,2,1,1,0,0
929,0,0,2,2,30990,55.4,124,0,2,0,0,1
930,0,0,0,0,60193,52.15,187,0,1,0,1,0
931,0,0,0,1,33166,45.57,65,1,2,1,0,1
932,0,0,0,1,29360,52.06,79,0,2,0,0,0
933,1,0,1,2,58119,55.16,58,1,1,0,0,1
934,0,1,0,0,81284,49.75,141,1,0,0,0,1
935,1,1,0,0,81663,54.08,197,0,0,0,1,0
936,0,3,0,0,81388,50.09,149,1,0,0,0,0
937,1,2,0,3,128021,52.07,137,4,4,0,0,0
938,1,2,0,0,110412,51.69,156,4,3,1,1,0
939,1,1,2,2,84079,53.7,150,1,0,1,0,1
940,0,1,0,0,56530,51.9,25,1,1,1,1,0
941,0,0,0,0,109507,54.52,143,0,3,1,1,0
942,0,0,1,2,56285,50.32,7,4,1,0,0,1
943,0,1,0,0,81921,50.21,198,2,0,1,1,0
944,0,1,0,2,30290,45.73,37,4,2,0,0,0
945,1,2,1,1,53799,48.97,159,0,1,0,0,1
946,1,3,0,2,79332,49.8,43,0,0,1,0,0
947,0,0,0,0,30518,48.08,91,1,2,1,1,1
948,1,1,0,1,61851,57.18,100,2,1,0,0,0
949,1,1,1,2,58762,54.04,203,1,1,0,0,1
950,0,1,1,1,53555,49.28,74,2,1,0,0,1
951,0,0,0,0,29517,47.21,172,1,2,0,1,0
952,0,2,0,0,84065,51.0,97,0,0,1,1,0
953,0,1,0,0,52584,50.29,89,1,1,0,1,0
